"ID","Release_year","Group","year","Zone","Location","Genotype","Rep","yield","Loc_Count","environment"
"10675","2008","Medium","2022","1","Cumilla","G_winter_018","1",5.01,"508","2022_Cumilla"
"10676","2008","Medium","2022","1","Cumilla","G_winter_018","2",4.93,"509","2022_Cumilla"
"10677","2008","Medium","2022","1","Cumilla","G_winter_018","3",5.18,"510","2022_Cumilla"
"10678","2012","Medium","2022","1","Cumilla","G_winter_019","1",6.63,"511","2022_Cumilla"
"10679","2012","Medium","2022","1","Cumilla","G_winter_019","2",6.12,"512","2022_Cumilla"
"10680","2012","Medium","2022","1","Cumilla","G_winter_019","3",7.5,"513","2022_Cumilla"
"10681","2013","Medium","2022","1","Cumilla","G_winter_020","1",5.92,"514","2022_Cumilla"
"10682","2013","Medium","2022","1","Cumilla","G_winter_020","2",6.26,"515","2022_Cumilla"
"10683","2013","Medium","2022","1","Cumilla","G_winter_020","3",6.56,"516","2022_Cumilla"
"10684","2013","Medium","2022","1","Cumilla","G_winter_021","1",7.17,"517","2022_Cumilla"
"10685","2013","Medium","2022","1","Cumilla","G_winter_021","2",5.79,"518","2022_Cumilla"
"10686","2013","Medium","2022","1","Cumilla","G_winter_021","3",7.1,"519","2022_Cumilla"
"10687","2014","Medium","2022","1","Cumilla","G_winter_022","1",6.33,"520","2022_Cumilla"
"10688","2014","Medium","2022","1","Cumilla","G_winter_022","2",5.18,"521","2022_Cumilla"
"10689","2014","Medium","2022","1","Cumilla","G_winter_022","3",4.98,"522","2022_Cumilla"
"10690","2014","Medium","2022","1","Cumilla","G_winter_023","1",6.66,"523","2022_Cumilla"
"10691","2014","Medium","2022","1","Cumilla","G_winter_023","2",6.16,"524","2022_Cumilla"
"10692","2014","Medium","2022","1","Cumilla","G_winter_023","3",7.23,"525","2022_Cumilla"
"10693","2014","Medium","2022","1","Cumilla","G_winter_024","1",7.98,"526","2022_Cumilla"
"10694","2014","Medium","2022","1","Cumilla","G_winter_024","2",8.19,"527","2022_Cumilla"
"10695","2014","Medium","2022","1","Cumilla","G_winter_024","3",6.9,"528","2022_Cumilla"
"10696","2015","Medium","2022","1","Cumilla","G_winter_025","1",8.85,"529","2022_Cumilla"
"10697","2015","Medium","2022","1","Cumilla","G_winter_025","2",6.5,"530","2022_Cumilla"
"10698","2015","Medium","2022","1","Cumilla","G_winter_025","3",7.55,"531","2022_Cumilla"
"10699","2020","Medium","2022","1","Cumilla","G_winter_026","1",7.13,"532","2022_Cumilla"
"10700","2020","Medium","2022","1","Cumilla","G_winter_026","2",6.8,"533","2022_Cumilla"
"10701","2020","Medium","2022","1","Cumilla","G_winter_026","3",6.7,"534","2022_Cumilla"
"10702","2020","Medium","2022","1","Cumilla","G_winter_027","1",6.99,"535","2022_Cumilla"
"10703","2020","Medium","2022","1","Cumilla","G_winter_027","2",7.35,"536","2022_Cumilla"
"10704","2020","Medium","2022","1","Cumilla","G_winter_027","3",6.93,"537","2022_Cumilla"
"10753","2021","Medium","2022","1","Rangpur","G_winter_028","1",6.4,"538","2022_Rangpur"
"10754","2021","Medium","2022","1","Rangpur","G_winter_028","2",5.59,"539","2022_Rangpur"
"10755","2021","Medium","2022","1","Rangpur","G_winter_028","3",6.34,"540","2022_Rangpur"
"10708","1970","Medium","2022","1","Rangpur","G_winter_013","1",5.62,"493","2022_Rangpur"
"10709","1970","Medium","2022","1","Rangpur","G_winter_013","2",5.68,"494","2022_Rangpur"
"10710","1970","Medium","2022","1","Rangpur","G_winter_013","3",6.11,"495","2022_Rangpur"
"10711","1985","Medium","2022","1","Rangpur","G_winter_014","1",2.85,"496","2022_Rangpur"
"10712","1985","Medium","2022","1","Rangpur","G_winter_014","2",4.12,"497","2022_Rangpur"
"10713","1985","Medium","2022","1","Rangpur","G_winter_014","3",2.44,"498","2022_Rangpur"
"10714","1977","Medium","2022","1","Rangpur","G_winter_015","1",3.13,"499","2022_Rangpur"
"10715","1977","Medium","2022","1","Rangpur","G_winter_015","2",4.12,"500","2022_Rangpur"
"10716","1977","Medium","2022","1","Rangpur","G_winter_015","3",3.76,"501","2022_Rangpur"
"10717","1978","Medium","2022","1","Rangpur","G_winter_016","1",3.39,"502","2022_Rangpur"
"10718","1978","Medium","2022","1","Rangpur","G_winter_016","2",4.84,"503","2022_Rangpur"
"10719","1978","Medium","2022","1","Rangpur","G_winter_016","3",4.83,"504","2022_Rangpur"
"10720","1998","Medium","2022","1","Rangpur","G_winter_017","1",5.56,"505","2022_Rangpur"
"10721","1998","Medium","2022","1","Rangpur","G_winter_017","2",5.48,"506","2022_Rangpur"
"10722","1998","Medium","2022","1","Rangpur","G_winter_017","3",5.82,"507","2022_Rangpur"
"10723","2008","Medium","2022","1","Rangpur","G_winter_018","1",4.78,"508","2022_Rangpur"
"10724","2008","Medium","2022","1","Rangpur","G_winter_018","2",5.13,"509","2022_Rangpur"
"10725","2008","Medium","2022","1","Rangpur","G_winter_018","3",4.99,"510","2022_Rangpur"
"10726","2012","Medium","2022","1","Rangpur","G_winter_019","1",5.5,"511","2022_Rangpur"
"10727","2012","Medium","2022","1","Rangpur","G_winter_019","2",5.04,"512","2022_Rangpur"
"10728","2012","Medium","2022","1","Rangpur","G_winter_019","3",6.38,"513","2022_Rangpur"
"10729","2013","Medium","2022","1","Rangpur","G_winter_020","1",4.74,"514","2022_Rangpur"
"10730","2013","Medium","2022","1","Rangpur","G_winter_020","2",4.56,"515","2022_Rangpur"
"10731","2013","Medium","2022","1","Rangpur","G_winter_020","3",4.14,"516","2022_Rangpur"
"10732","2013","Medium","2022","1","Rangpur","G_winter_021","1",5.13,"517","2022_Rangpur"
"10733","2013","Medium","2022","1","Rangpur","G_winter_021","2",4.9,"518","2022_Rangpur"
"10734","2013","Medium","2022","1","Rangpur","G_winter_021","3",5.32,"519","2022_Rangpur"
"10735","2014","Medium","2022","1","Rangpur","G_winter_022","1",5.61,"520","2022_Rangpur"
"10736","2014","Medium","2022","1","Rangpur","G_winter_022","2",6.28,"521","2022_Rangpur"
"10737","2014","Medium","2022","1","Rangpur","G_winter_022","3",5.9,"522","2022_Rangpur"
"10738","2014","Medium","2022","1","Rangpur","G_winter_023","1",6.1,"523","2022_Rangpur"
"10739","2014","Medium","2022","1","Rangpur","G_winter_023","2",6.04,"524","2022_Rangpur"
"10740","2014","Medium","2022","1","Rangpur","G_winter_023","3",5.64,"525","2022_Rangpur"
"10741","2014","Medium","2022","1","Rangpur","G_winter_024","1",5.79,"526","2022_Rangpur"
"10742","2014","Medium","2022","1","Rangpur","G_winter_024","2",4.8,"527","2022_Rangpur"
"10743","2014","Medium","2022","1","Rangpur","G_winter_024","3",5.27,"528","2022_Rangpur"
"10744","2015","Medium","2022","1","Rangpur","G_winter_025","1",8.32,"529","2022_Rangpur"
"10745","2015","Medium","2022","1","Rangpur","G_winter_025","2",7.38,"530","2022_Rangpur"
"10746","2015","Medium","2022","1","Rangpur","G_winter_025","3",7.93,"531","2022_Rangpur"
"10747","2020","Medium","2022","1","Rangpur","G_winter_026","1",5.08,"532","2022_Rangpur"
"10748","2020","Medium","2022","1","Rangpur","G_winter_026","2",5.27,"533","2022_Rangpur"
"10749","2020","Medium","2022","1","Rangpur","G_winter_026","3",5.38,"534","2022_Rangpur"
"10750","2020","Medium","2022","1","Rangpur","G_winter_027","1",5.54,"535","2022_Rangpur"
"10751","2020","Medium","2022","1","Rangpur","G_winter_027","2",5.68,"536","2022_Rangpur"
"10752","2020","Medium","2022","1","Rangpur","G_winter_027","3",5.17,"537","2022_Rangpur"
"10801","2021","Medium","2022","2","Kushtia","G_winter_028","1",6.28,"538","2022_Kushtia"
"10802","2021","Medium","2022","2","Kushtia","G_winter_028","2",6.04,"539","2022_Kushtia"
"10803","2021","Medium","2022","2","Kushtia","G_winter_028","3",5.93,"540","2022_Kushtia"
"10756","1970","Medium","2022","2","Kushtia","G_winter_013","1",4.76,"493","2022_Kushtia"
"10757","1970","Medium","2022","2","Kushtia","G_winter_013","2",5.32,"494","2022_Kushtia"
"10758","1970","Medium","2022","2","Kushtia","G_winter_013","3",4.49,"495","2022_Kushtia"
"10759","1985","Medium","2022","2","Kushtia","G_winter_014","1",3.49,"496","2022_Kushtia"
"10760","1985","Medium","2022","2","Kushtia","G_winter_014","2",3.29,"497","2022_Kushtia"
"10761","1985","Medium","2022","2","Kushtia","G_winter_014","3",3.55,"498","2022_Kushtia"
"10762","1977","Medium","2022","2","Kushtia","G_winter_015","1",5.13,"499","2022_Kushtia"
"10763","1977","Medium","2022","2","Kushtia","G_winter_015","2",4.28,"500","2022_Kushtia"
"10764","1977","Medium","2022","2","Kushtia","G_winter_015","3",4.52,"501","2022_Kushtia"
"10765","1978","Medium","2022","2","Kushtia","G_winter_016","1",4.42,"502","2022_Kushtia"
"10766","1978","Medium","2022","2","Kushtia","G_winter_016","2",4.59,"503","2022_Kushtia"
"10767","1978","Medium","2022","2","Kushtia","G_winter_016","3",4.82,"504","2022_Kushtia"
"10768","1998","Medium","2022","2","Kushtia","G_winter_017","1",3.65,"505","2022_Kushtia"
"10769","1998","Medium","2022","2","Kushtia","G_winter_017","2",3.26,"506","2022_Kushtia"
"10770","1998","Medium","2022","2","Kushtia","G_winter_017","3",3.01,"507","2022_Kushtia"
"10771","2008","Medium","2022","2","Kushtia","G_winter_018","1",6.25,"508","2022_Kushtia"
"10772","2008","Medium","2022","2","Kushtia","G_winter_018","2",5.2,"509","2022_Kushtia"
"10773","2008","Medium","2022","2","Kushtia","G_winter_018","3",5.26,"510","2022_Kushtia"
"10774","2012","Medium","2022","2","Kushtia","G_winter_019","1",5.74,"511","2022_Kushtia"
"10775","2012","Medium","2022","2","Kushtia","G_winter_019","2",5.28,"512","2022_Kushtia"
"10776","2012","Medium","2022","2","Kushtia","G_winter_019","3",4.9,"513","2022_Kushtia"
"10777","2013","Medium","2022","2","Kushtia","G_winter_020","1",4.94,"514","2022_Kushtia"
"10778","2013","Medium","2022","2","Kushtia","G_winter_020","2",5.49,"515","2022_Kushtia"
"10779","2013","Medium","2022","2","Kushtia","G_winter_020","3",5.64,"516","2022_Kushtia"
"10780","2013","Medium","2022","2","Kushtia","G_winter_021","1",5.6,"517","2022_Kushtia"
"10781","2013","Medium","2022","2","Kushtia","G_winter_021","2",6.45,"518","2022_Kushtia"
"10782","2013","Medium","2022","2","Kushtia","G_winter_021","3",5.29,"519","2022_Kushtia"
"10783","2014","Medium","2022","2","Kushtia","G_winter_022","1",5.07,"520","2022_Kushtia"
"10784","2014","Medium","2022","2","Kushtia","G_winter_022","2",5.04,"521","2022_Kushtia"
"10785","2014","Medium","2022","2","Kushtia","G_winter_022","3",5.11,"522","2022_Kushtia"
"10786","2014","Medium","2022","2","Kushtia","G_winter_023","1",4.65,"523","2022_Kushtia"
"10787","2014","Medium","2022","2","Kushtia","G_winter_023","2",5.82,"524","2022_Kushtia"
"10788","2014","Medium","2022","2","Kushtia","G_winter_023","3",5.89,"525","2022_Kushtia"
"10789","2014","Medium","2022","2","Kushtia","G_winter_024","1",5.4,"526","2022_Kushtia"
"10790","2014","Medium","2022","2","Kushtia","G_winter_024","2",5.05,"527","2022_Kushtia"
"10791","2014","Medium","2022","2","Kushtia","G_winter_024","3",5.46,"528","2022_Kushtia"
"10792","2015","Medium","2022","2","Kushtia","G_winter_025","1",6.63,"529","2022_Kushtia"
"10793","2015","Medium","2022","2","Kushtia","G_winter_025","2",6.03,"530","2022_Kushtia"
"10794","2015","Medium","2022","2","Kushtia","G_winter_025","3",5.88,"531","2022_Kushtia"
"10795","2020","Medium","2022","2","Kushtia","G_winter_026","1",5.55,"532","2022_Kushtia"
"10796","2020","Medium","2022","2","Kushtia","G_winter_026","2",5.18,"533","2022_Kushtia"
"10797","2020","Medium","2022","2","Kushtia","G_winter_026","3",5.18,"534","2022_Kushtia"
"10798","2020","Medium","2022","2","Kushtia","G_winter_027","1",5.18,"535","2022_Kushtia"
"10799","2020","Medium","2022","2","Kushtia","G_winter_027","2",4.94,"536","2022_Kushtia"
"10800","2020","Medium","2022","2","Kushtia","G_winter_027","3",5.21,"537","2022_Kushtia"
"10849","2021","Medium","2022","2","Satkhira","G_winter_028","1",6.27,"538","2022_Satkhira"
"10850","2021","Medium","2022","2","Satkhira","G_winter_028","2",6.35,"539","2022_Satkhira"
"10851","2021","Medium","2022","2","Satkhira","G_winter_028","3",6.33,"540","2022_Satkhira"
"10804","1970","Medium","2022","2","Satkhira","G_winter_013","1",5.81,"493","2022_Satkhira"
"10805","1970","Medium","2022","2","Satkhira","G_winter_013","2",5.06,"494","2022_Satkhira"
"10806","1970","Medium","2022","2","Satkhira","G_winter_013","3",4.98,"495","2022_Satkhira"
"10807","1985","Medium","2022","2","Satkhira","G_winter_014","1",4.33,"496","2022_Satkhira"
"10808","1985","Medium","2022","2","Satkhira","G_winter_014","2",3.33,"497","2022_Satkhira"
"10809","1985","Medium","2022","2","Satkhira","G_winter_014","3",5.2,"498","2022_Satkhira"
"10810","1977","Medium","2022","2","Satkhira","G_winter_015","1",5.74,"499","2022_Satkhira"
"10811","1977","Medium","2022","2","Satkhira","G_winter_015","2",5.93,"500","2022_Satkhira"
"10812","1977","Medium","2022","2","Satkhira","G_winter_015","3",5.3,"501","2022_Satkhira"
"10813","1978","Medium","2022","2","Satkhira","G_winter_016","1",4.97,"502","2022_Satkhira"
"10814","1978","Medium","2022","2","Satkhira","G_winter_016","2",5.23,"503","2022_Satkhira"
"10815","1978","Medium","2022","2","Satkhira","G_winter_016","3",5.28,"504","2022_Satkhira"
"10816","1998","Medium","2022","2","Satkhira","G_winter_017","1",5.9,"505","2022_Satkhira"
"10817","1998","Medium","2022","2","Satkhira","G_winter_017","2",5.68,"506","2022_Satkhira"
"10818","1998","Medium","2022","2","Satkhira","G_winter_017","3",5.54,"507","2022_Satkhira"
"10819","2008","Medium","2022","2","Satkhira","G_winter_018","1",6.02,"508","2022_Satkhira"
"10820","2008","Medium","2022","2","Satkhira","G_winter_018","2",5.3,"509","2022_Satkhira"
"10821","2008","Medium","2022","2","Satkhira","G_winter_018","3",5.81,"510","2022_Satkhira"
"10822","2012","Medium","2022","2","Satkhira","G_winter_019","1",6.06,"511","2022_Satkhira"
"10823","2012","Medium","2022","2","Satkhira","G_winter_019","2",4.74,"512","2022_Satkhira"
"10824","2012","Medium","2022","2","Satkhira","G_winter_019","3",6.86,"513","2022_Satkhira"
"10825","2013","Medium","2022","2","Satkhira","G_winter_020","1",5.89,"514","2022_Satkhira"
"10826","2013","Medium","2022","2","Satkhira","G_winter_020","2",6,"515","2022_Satkhira"
"10827","2013","Medium","2022","2","Satkhira","G_winter_020","3",6.19,"516","2022_Satkhira"
"10828","2013","Medium","2022","2","Satkhira","G_winter_021","1",5.55,"517","2022_Satkhira"
"10829","2013","Medium","2022","2","Satkhira","G_winter_021","2",5.53,"518","2022_Satkhira"
"10830","2013","Medium","2022","2","Satkhira","G_winter_021","3",6.09,"519","2022_Satkhira"
"10831","2014","Medium","2022","2","Satkhira","G_winter_022","1",4.85,"520","2022_Satkhira"
"10832","2014","Medium","2022","2","Satkhira","G_winter_022","2",4.09,"521","2022_Satkhira"
"10833","2014","Medium","2022","2","Satkhira","G_winter_022","3",5.91,"522","2022_Satkhira"
"10834","2014","Medium","2022","2","Satkhira","G_winter_023","1",6.26,"523","2022_Satkhira"
"10835","2014","Medium","2022","2","Satkhira","G_winter_023","2",5.16,"524","2022_Satkhira"
"10836","2014","Medium","2022","2","Satkhira","G_winter_023","3",5.78,"525","2022_Satkhira"
"10837","2014","Medium","2022","2","Satkhira","G_winter_024","1",6.44,"526","2022_Satkhira"
"10838","2014","Medium","2022","2","Satkhira","G_winter_024","2",6.29,"527","2022_Satkhira"
"10839","2014","Medium","2022","2","Satkhira","G_winter_024","3",6.47,"528","2022_Satkhira"
"10840","2015","Medium","2022","2","Satkhira","G_winter_025","1",6.34,"529","2022_Satkhira"
"10841","2015","Medium","2022","2","Satkhira","G_winter_025","2",4.28,"530","2022_Satkhira"
"10842","2015","Medium","2022","2","Satkhira","G_winter_025","3",5.09,"531","2022_Satkhira"
"10843","2020","Medium","2022","2","Satkhira","G_winter_026","1",7.35,"532","2022_Satkhira"
"10844","2020","Medium","2022","2","Satkhira","G_winter_026","2",6.51,"533","2022_Satkhira"
"10845","2020","Medium","2022","2","Satkhira","G_winter_026","3",7.12,"534","2022_Satkhira"
"10846","2020","Medium","2022","2","Satkhira","G_winter_027","1",6.49,"535","2022_Satkhira"
"10847","2020","Medium","2022","2","Satkhira","G_winter_027","2",6.67,"536","2022_Satkhira"
"10848","2020","Medium","2022","2","Satkhira","G_winter_027","3",6.48,"537","2022_Satkhira"
"10897","2021","Medium","2022","3","Gazipur","G_winter_028","1",5.33,"538","2022_Gazipur"
"10898","2021","Medium","2022","3","Gazipur","G_winter_028","2",5.59,"539","2022_Gazipur"
"10899","2021","Medium","2022","3","Gazipur","G_winter_028","3",6.08,"540","2022_Gazipur"
"10852","1970","Medium","2022","3","Gazipur","G_winter_013","1",5.47,"493","2022_Gazipur"
"10853","1970","Medium","2022","3","Gazipur","G_winter_013","2",5.55,"494","2022_Gazipur"
"10854","1970","Medium","2022","3","Gazipur","G_winter_013","3",4.8,"495","2022_Gazipur"
"10855","1985","Medium","2022","3","Gazipur","G_winter_014","1",5.07,"496","2022_Gazipur"
"10856","1985","Medium","2022","3","Gazipur","G_winter_014","2",5.64,"497","2022_Gazipur"
"10857","1985","Medium","2022","3","Gazipur","G_winter_014","3",4.02,"498","2022_Gazipur"
"10858","1977","Medium","2022","3","Gazipur","G_winter_015","1",4.48,"499","2022_Gazipur"
"10859","1977","Medium","2022","3","Gazipur","G_winter_015","2",4.24,"500","2022_Gazipur"
"10860","1977","Medium","2022","3","Gazipur","G_winter_015","3",4.13,"501","2022_Gazipur"
"10861","1978","Medium","2022","3","Gazipur","G_winter_016","1",3.91,"502","2022_Gazipur"
"10862","1978","Medium","2022","3","Gazipur","G_winter_016","2",5.1,"503","2022_Gazipur"
"10863","1978","Medium","2022","3","Gazipur","G_winter_016","3",4.41,"504","2022_Gazipur"
"10864","1998","Medium","2022","3","Gazipur","G_winter_017","1",5.15,"505","2022_Gazipur"
"10865","1998","Medium","2022","3","Gazipur","G_winter_017","2",4.15,"506","2022_Gazipur"
"10866","1998","Medium","2022","3","Gazipur","G_winter_017","3",5.41,"507","2022_Gazipur"
"10867","2008","Medium","2022","3","Gazipur","G_winter_018","1",4.59,"508","2022_Gazipur"
"10868","2008","Medium","2022","3","Gazipur","G_winter_018","2",4.58,"509","2022_Gazipur"
"10869","2008","Medium","2022","3","Gazipur","G_winter_018","3",4.69,"510","2022_Gazipur"
"10870","2012","Medium","2022","3","Gazipur","G_winter_019","1",5.93,"511","2022_Gazipur"
"10871","2012","Medium","2022","3","Gazipur","G_winter_019","2",4.85,"512","2022_Gazipur"
"10872","2012","Medium","2022","3","Gazipur","G_winter_019","3",6.41,"513","2022_Gazipur"
"10873","2013","Medium","2022","3","Gazipur","G_winter_020","1",6.43,"514","2022_Gazipur"
"10874","2013","Medium","2022","3","Gazipur","G_winter_020","2",5.44,"515","2022_Gazipur"
"10875","2013","Medium","2022","3","Gazipur","G_winter_020","3",5.81,"516","2022_Gazipur"
"10876","2013","Medium","2022","3","Gazipur","G_winter_021","1",4.8,"517","2022_Gazipur"
"10877","2013","Medium","2022","3","Gazipur","G_winter_021","2",5.18,"518","2022_Gazipur"
"10878","2013","Medium","2022","3","Gazipur","G_winter_021","3",5,"519","2022_Gazipur"
"10879","2014","Medium","2022","3","Gazipur","G_winter_022","1",6.12,"520","2022_Gazipur"
"10880","2014","Medium","2022","3","Gazipur","G_winter_022","2",5.44,"521","2022_Gazipur"
"10881","2014","Medium","2022","3","Gazipur","G_winter_022","3",5.49,"522","2022_Gazipur"
"10882","2014","Medium","2022","3","Gazipur","G_winter_023","1",5.47,"523","2022_Gazipur"
"10883","2014","Medium","2022","3","Gazipur","G_winter_023","2",5.82,"524","2022_Gazipur"
"10884","2014","Medium","2022","3","Gazipur","G_winter_023","3",5.12,"525","2022_Gazipur"
"10885","2014","Medium","2022","3","Gazipur","G_winter_024","1",4.66,"526","2022_Gazipur"
"10886","2014","Medium","2022","3","Gazipur","G_winter_024","2",4.63,"527","2022_Gazipur"
"10887","2014","Medium","2022","3","Gazipur","G_winter_024","3",5.26,"528","2022_Gazipur"
"10888","2015","Medium","2022","3","Gazipur","G_winter_025","1",5.98,"529","2022_Gazipur"
"10889","2015","Medium","2022","3","Gazipur","G_winter_025","2",5.83,"530","2022_Gazipur"
"10890","2015","Medium","2022","3","Gazipur","G_winter_025","3",6.29,"531","2022_Gazipur"
"10891","2020","Medium","2022","3","Gazipur","G_winter_026","1",6.42,"532","2022_Gazipur"
"10892","2020","Medium","2022","3","Gazipur","G_winter_026","2",6.08,"533","2022_Gazipur"
"10893","2020","Medium","2022","3","Gazipur","G_winter_026","3",6.42,"534","2022_Gazipur"
"10894","2020","Medium","2022","3","Gazipur","G_winter_027","1",5.99,"535","2022_Gazipur"
"10895","2020","Medium","2022","3","Gazipur","G_winter_027","2",6.07,"536","2022_Gazipur"
"10896","2020","Medium","2022","3","Gazipur","G_winter_027","3",6.77,"537","2022_Gazipur"
"10945","2021","Medium","2022","3","Habiganj","G_winter_028","1",6.04,"538","2022_Habiganj"
"10946","2021","Medium","2022","3","Habiganj","G_winter_028","2",5.1,"539","2022_Habiganj"
"10947","2021","Medium","2022","3","Habiganj","G_winter_028","3",6.54,"540","2022_Habiganj"
"10900","1970","Medium","2022","3","Habiganj","G_winter_013","1",6.23,"493","2022_Habiganj"
"10901","1970","Medium","2022","3","Habiganj","G_winter_013","2",3.7,"494","2022_Habiganj"
"10902","1970","Medium","2022","3","Habiganj","G_winter_013","3",5.36,"495","2022_Habiganj"
"10903","1985","Medium","2022","3","Habiganj","G_winter_014","1",2.98,"496","2022_Habiganj"
"10904","1985","Medium","2022","3","Habiganj","G_winter_014","2",6.43,"497","2022_Habiganj"
"10905","1985","Medium","2022","3","Habiganj","G_winter_014","3",8.48,"498","2022_Habiganj"
"10906","1977","Medium","2022","3","Habiganj","G_winter_015","1",4.04,"499","2022_Habiganj"
"10907","1977","Medium","2022","3","Habiganj","G_winter_015","2",6.98,"500","2022_Habiganj"
"10908","1977","Medium","2022","3","Habiganj","G_winter_015","3",5.55,"501","2022_Habiganj"
"10909","1978","Medium","2022","3","Habiganj","G_winter_016","1",5.8,"502","2022_Habiganj"
"10910","1978","Medium","2022","3","Habiganj","G_winter_016","2",4.87,"503","2022_Habiganj"
"10911","1978","Medium","2022","3","Habiganj","G_winter_016","3",4.08,"504","2022_Habiganj"
"10912","1998","Medium","2022","3","Habiganj","G_winter_017","1",8.89,"505","2022_Habiganj"
"10913","1998","Medium","2022","3","Habiganj","G_winter_017","2",6.06,"506","2022_Habiganj"
"10914","1998","Medium","2022","3","Habiganj","G_winter_017","3",8.86,"507","2022_Habiganj"
"10915","2008","Medium","2022","3","Habiganj","G_winter_018","1",5.13,"508","2022_Habiganj"
"10916","2008","Medium","2022","3","Habiganj","G_winter_018","2",5.03,"509","2022_Habiganj"
"10917","2008","Medium","2022","3","Habiganj","G_winter_018","3",3.95,"510","2022_Habiganj"
"10918","2012","Medium","2022","3","Habiganj","G_winter_019","1",4.47,"511","2022_Habiganj"
"10919","2012","Medium","2022","3","Habiganj","G_winter_019","2",5.13,"512","2022_Habiganj"
"10920","2012","Medium","2022","3","Habiganj","G_winter_019","3",4.69,"513","2022_Habiganj"
"10921","2013","Medium","2022","3","Habiganj","G_winter_020","1",5.54,"514","2022_Habiganj"
"10922","2013","Medium","2022","3","Habiganj","G_winter_020","2",4.86,"515","2022_Habiganj"
"10923","2013","Medium","2022","3","Habiganj","G_winter_020","3",5.2,"516","2022_Habiganj"
"10924","2013","Medium","2022","3","Habiganj","G_winter_021","1",4.93,"517","2022_Habiganj"
"10925","2013","Medium","2022","3","Habiganj","G_winter_021","2",4.53,"518","2022_Habiganj"
"10926","2013","Medium","2022","3","Habiganj","G_winter_021","3",4.88,"519","2022_Habiganj"
"10927","2014","Medium","2022","3","Habiganj","G_winter_022","1",4.6,"520","2022_Habiganj"
"10928","2014","Medium","2022","3","Habiganj","G_winter_022","2",4.34,"521","2022_Habiganj"
"10929","2014","Medium","2022","3","Habiganj","G_winter_022","3",3.69,"522","2022_Habiganj"
"10930","2014","Medium","2022","3","Habiganj","G_winter_023","1",4.28,"523","2022_Habiganj"
"10931","2014","Medium","2022","3","Habiganj","G_winter_023","2",5.44,"524","2022_Habiganj"
"10932","2014","Medium","2022","3","Habiganj","G_winter_023","3",7.22,"525","2022_Habiganj"
"10933","2014","Medium","2022","3","Habiganj","G_winter_024","1",3.93,"526","2022_Habiganj"
"10934","2014","Medium","2022","3","Habiganj","G_winter_024","2",5.09,"527","2022_Habiganj"
"10935","2014","Medium","2022","3","Habiganj","G_winter_024","3",6.89,"528","2022_Habiganj"
"10936","2015","Medium","2022","3","Habiganj","G_winter_025","1",5.74,"529","2022_Habiganj"
"10937","2015","Medium","2022","3","Habiganj","G_winter_025","2",5.87,"530","2022_Habiganj"
"10938","2015","Medium","2022","3","Habiganj","G_winter_025","3",6.29,"531","2022_Habiganj"
"10939","2020","Medium","2022","3","Habiganj","G_winter_026","1",7.19,"532","2022_Habiganj"
"10940","2020","Medium","2022","3","Habiganj","G_winter_026","2",5.93,"533","2022_Habiganj"
"10941","2020","Medium","2022","3","Habiganj","G_winter_026","3",6.05,"534","2022_Habiganj"
"10942","2020","Medium","2022","3","Habiganj","G_winter_027","1",8.16,"535","2022_Habiganj"
"10943","2020","Medium","2022","3","Habiganj","G_winter_027","2",7.11,"536","2022_Habiganj"
"10944","2020","Medium","2022","3","Habiganj","G_winter_027","3",5.44,"537","2022_Habiganj"
"10993","2021","Medium","2022","4","Barishal","G_winter_028","1",4.22,"538","2022_Barishal"
"10994","2021","Medium","2022","4","Barishal","G_winter_028","2",4.34,"539","2022_Barishal"
"10995","2021","Medium","2022","4","Barishal","G_winter_028","3",3.69,"540","2022_Barishal"
"10948","1970","Medium","2022","4","Barishal","G_winter_013","1",3.92,"493","2022_Barishal"
"10949","1970","Medium","2022","4","Barishal","G_winter_013","2",4.49,"494","2022_Barishal"
"10950","1970","Medium","2022","4","Barishal","G_winter_013","3",4.15,"495","2022_Barishal"
"10951","1985","Medium","2022","4","Barishal","G_winter_014","1",4.49,"496","2022_Barishal"
"10952","1985","Medium","2022","4","Barishal","G_winter_014","2",2.82,"497","2022_Barishal"
"10953","1985","Medium","2022","4","Barishal","G_winter_014","3",2.68,"498","2022_Barishal"
"10954","1977","Medium","2022","4","Barishal","G_winter_015","1",4.93,"499","2022_Barishal"
"10955","1977","Medium","2022","4","Barishal","G_winter_015","2",3.87,"500","2022_Barishal"
"10956","1977","Medium","2022","4","Barishal","G_winter_015","3",4.84,"501","2022_Barishal"
"10957","1978","Medium","2022","4","Barishal","G_winter_016","1",4.55,"502","2022_Barishal"
"10958","1978","Medium","2022","4","Barishal","G_winter_016","2",4.04,"503","2022_Barishal"
"10959","1978","Medium","2022","4","Barishal","G_winter_016","3",5.33,"504","2022_Barishal"
"10960","1998","Medium","2022","4","Barishal","G_winter_017","1",4.78,"505","2022_Barishal"
"10961","1998","Medium","2022","4","Barishal","G_winter_017","2",4.45,"506","2022_Barishal"
"10962","1998","Medium","2022","4","Barishal","G_winter_017","3",5.08,"507","2022_Barishal"
"10963","2008","Medium","2022","4","Barishal","G_winter_018","1",5.43,"508","2022_Barishal"
"10964","2008","Medium","2022","4","Barishal","G_winter_018","2",4.16,"509","2022_Barishal"
"10965","2008","Medium","2022","4","Barishal","G_winter_018","3",5,"510","2022_Barishal"
